0.000000	1.332000	3.000000
1.000000	1.328000	3.000000
2.000000	1.323000	3.000000
3.000000	1.318000	3.000000
4.000000	1.312000	3.000000
5.000000	1.308000	3.000000
6.000000	1.302000	3.000000
7.000000	1.296000	3.000000
8.000000	1.290000	3.000000
9.000000	1.284000	3.000000
10.000000	1.278000	3.000000
11.000000	1.271000	3.000000
12.000000	1.265000	3.000000
13.000000	1.258000	3.000000
14.000000	1.251000	3.000000
15.000000	1.244000	3.000000
16.000000	1.237000	3.000000
17.000000	1.229000	3.000000
18.000000	1.222000	3.000000
19.000000	1.214000	3.000000
20.000000	1.205000	3.000000
21.000000	1.197000	3.000000
22.000000	1.188000	3.000000
23.000000	1.179000	3.000000
24.000000	1.170000	3.000000
25.000000	1.160000	3.000000
26.000000	1.151000	3.000000
27.000000	1.141000	3.000000
28.000000	1.131000	3.000000
29.000000	1.121000	3.000000
30.000000	1.110000	3.000000
31.000000	1.099000	3.000000
32.000000	1.088000	3.000000
33.000000	1.076000	3.000000
34.000000	1.065000	3.000000
35.000000	1.053000	3.000000
36.000000	1.041000	3.000000
37.000000	1.028000	3.000000
38.000000	1.016000	3.000000
39.000000	1.002000	3.000000
40.000000	0.989500	3.000000
41.000000	976.100000	6.000000
42.000000	962.350000	6.000000
43.000000	948.250000	6.000000
44.000000	933.820000	6.000000
45.000000	918.950000	6.000000
46.000000	903.990000	6.000000
47.000000	888.850000	6.000000
48.000000	876.700000	6.000000
49.000000	856.700000	6.000000
50.000000	840.650000	6.000000
51.000000	824.300000	6.000000
52.000000	807.700000	6.000000
53.000000	790.600000	6.000000
54.000000	773.500000	6.000000
55.000000	756.360000	6.000000
56.000000	739.000000	6.000000
57.000000	721.300000	6.000000
58.000000	703.500000	6.000000
59.000000	685.500000	6.000000
60.000000	667.400000	6.000000
61.000000	648.700000	6.000000
62.000000	630.300000	6.000000
63.000000	611.500000	6.000000
64.000000	592.800000	6.000000
65.000000	573.600000	6.000000
66.000000	555.400000	6.000000
67.000000	536.800000	6.000000
68.000000	518.500000	6.000000
69.000000	500.000000	6.000000
